train_loss,train_cls_loss,train_reg_loss,train_cls_accuracy,train_reg_accuracy,test_loss,test_cls_acc,test_reg_mse,test_cls_accuracy,test_reg_accuracy,train_f1,test_f1,train_mae,test_mae,test_r2,train_order_loss,test_order_acc
27.135260751802626,0.4174308123653882,8.631806295212002,0.9086043925306903,0.043478260869565216,23.213190744175282,0.9139219274168954,22.29926881675839,0.9139219274168954,0.05172413793103448,0.48110228120324383,0,0,3.8529355381109687,-1.4548146026133013,0.0,0
21.87655885252234,0.1622867883272367,19.57451471563888,0.9431572406241765,0.021739130434782608,23.335008147105903,0.9557792009759073,22.379228946129995,0.9557792009759073,0.05172413793103448,0.7668636616275382,0,0,3.851935417968373,-1.4636170120026493,0.0,0
23.38376090951162,0.09446009544477071,22.958723669182763,0.962773768027635,0.0,24.088758720436648,0.9768222018908204,23.11193651854583,0.9768222018908204,0.046458492003046456,0.8760236615627737,0,0,4.020155059458792,-0.9605956350328606,0.0,0
23.499660609519644,0.08825856988152413,23.307844553908257,0.9650304008786453,0.04081632653061224,25.334571963238517,0.9606587374199451,24.373913225818573,0.9606587374199451,0.03640929064657878,0.8871315837873877,0,0,4.281516385792071,-0.7599375291649395,0.0,0
24.629272421745405,0.0836968831717968,24.51030974192162,0.967973133564845,0.03773584905660377,23.990210677778258,0.9747636474534919,23.015447030324765,0.9747636474534919,0.04906542056074766,0.8997168685397057,0,0,4.0000033913566195,-1.0196833475162892,0.0,0
24.182060150250997,0.07979902329101954,24.08679485321045,0.9682194206712234,0.0,24.22177281552204,0.9767459591338823,23.245026856388158,0.9767459591338823,0.03996983408748114,0.9004777083744684,0,0,4.050245280318822,-0.9452551364021347,0.0,0
23.513799118669066,0.07987835416442728,23.42506919495047,0.9698067196129622,0.0,24.247165452716885,0.9776608722171394,23.269504580499746,0.9776608722171394,0.043343653250773995,0.9062698191004218,0,0,4.0353509184481355,-1.021925612933254,0.0,0
24.059536946962957,0.07849091214880552,23.975447445699615,0.9689933620332222,0.03773584905660377,24.344453940406805,0.9758310460506252,23.36862289435618,0.9758310460506252,0.0436817472698908,0.9035650384257263,0,0,4.045578642570256,-1.055877787265708,0.0,0
24.640197623265934,0.07724760911644321,24.559420650952482,0.9706042654355848,0.0,24.488089915765574,0.9757548032936871,23.512335112471888,0.9757548032936871,0.04086181277860327,0.9095168949314634,0,0,4.099529302735909,-0.9301668822631657,0.0,0
23.62270232422711,0.07673539231493048,23.543601728465458,0.9713763747255156,0.0,24.613880944790314,0.9755260750228728,23.63835486976744,0.9755260750228728,0.042097488921713444,0.9113172805314697,0,0,4.1225428529028,-0.9266766369915893,0.0,0
